alert_id,alert_type,severity,risk_score,mmsi,timestamp,lat,lon,vessel_name,vessel_type,title,explanation,recommended_action,evidence
BKB-0009,AIS_GAP,MEDIUM,70,510099999,2023-01-03T22:53:59.927738+00:00,-10.87404,143.14605,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-03T19:53:59.927738+00:00 → current point 2023-01-03T22:53:59.927738+00:00 (3.0 h silence).
BKB-0010,AIS_GAP,MEDIUM,70,510099999,2023-01-04T01:53:59.927738+00:00,-10.8982,143.20013,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-03T22:53:59.927738+00:00 → current point 2023-01-04T01:53:59.927738+00:00 (3.0 h silence).
BKB-0011,AIS_GAP,MEDIUM,70,510099999,2023-01-04T04:53:59.927738+00:00,-10.96076,143.19042,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T01:53:59.927738+00:00 → current point 2023-01-04T04:53:59.927738+00:00 (3.0 h silence).
BKB-0012,AIS_GAP,MEDIUM,70,510099999,2023-01-04T07:53:59.927738+00:00,-10.90032,143.20043,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T04:53:59.927738+00:00 → current point 2023-01-04T07:53:59.927738+00:00 (3.0 h silence).
BKB-0013,AIS_GAP,MEDIUM,70,510099999,2023-01-04T10:53:59.927738+00:00,-10.85663,143.24356,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T07:53:59.927738+00:00 → current point 2023-01-04T10:53:59.927738+00:00 (3.0 h silence).
BKB-0014,AIS_GAP,MEDIUM,70,510099999,2023-01-04T13:53:59.927738+00:00,-10.90054,143.20058,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T10:53:59.927738+00:00 → current point 2023-01-04T13:53:59.927738+00:00 (3.0 h silence).
BKB-0015,AIS_GAP,MEDIUM,70,510099999,2023-01-04T16:53:59.927738+00:00,-10.93442,143.15092,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T13:53:59.927738+00:00 → current point 2023-01-04T16:53:59.927738+00:00 (3.0 h silence).
BKB-0016,AIS_GAP,MEDIUM,70,510099999,2023-01-04T19:53:59.927738+00:00,-10.89891,143.20012,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T16:53:59.927738+00:00 → current point 2023-01-04T19:53:59.927738+00:00 (3.0 h silence).
BKB-0017,AIS_GAP,MEDIUM,70,510099999,2023-01-04T22:53:59.927738+00:00,-10.86824,143.25469,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T19:53:59.927738+00:00 → current point 2023-01-04T22:53:59.927738+00:00 (3.0 h silence).
BKB-0018,AIS_GAP,MEDIUM,70,510099999,2023-01-05T01:53:59.927738+00:00,-10.89958,143.1994,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-04T22:53:59.927738+00:00 → current point 2023-01-05T01:53:59.927738+00:00 (3.0 h silence).
BKB-0019,AIS_GAP,MEDIUM,70,510099999,2023-01-05T04:53:59.927738+00:00,-10.96022,143.20391,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-05T01:53:59.927738+00:00 → current point 2023-01-05T04:53:59.927738+00:00 (3.0 h silence).
BKB-0020,AIS_GAP,MEDIUM,70,510099999,2023-01-05T07:53:59.927738+00:00,-10.90037,143.1987,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-05T04:53:59.927738+00:00 → current point 2023-01-05T07:53:59.927738+00:00 (3.0 h silence).
BKB-0021,AIS_GAP,MEDIUM,70,510099999,2023-01-05T10:53:59.927738+00:00,-10.83871,143.20844,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-05T07:53:59.927738+00:00 → current point 2023-01-05T10:53:59.927738+00:00 (3.0 h silence).
BKB-0022,AIS_GAP,MEDIUM,70,510099999,2023-01-05T13:53:59.927738+00:00,-10.90014,143.20078,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-05T10:53:59.927738+00:00 → current point 2023-01-05T13:53:59.927738+00:00 (3.0 h silence).
BKB-0023,AIS_GAP,MEDIUM,70,510099999,2023-01-05T16:53:59.927738+00:00,-10.95549,143.2183,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-05T13:53:59.927738+00:00 → current point 2023-01-05T16:53:59.927738+00:00 (3.0 h silence).
BKB-0024,AIS_GAP,MEDIUM,70,510099999,2023-01-05T19:53:59.927738+00:00,-10.90007,143.20058,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-05T16:53:59.927738+00:00 → current point 2023-01-05T19:53:59.927738+00:00 (3.0 h silence).
BKB-0025,AIS_GAP,MEDIUM,70,510099999,2023-01-05T22:53:59.927738+00:00,-10.86666,143.14967,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-05T19:53:59.927738+00:00 → current point 2023-01-05T22:53:59.927738+00:00 (3.0 h silence).
BKB-0027,AIS_GAP,MEDIUM,70,510099999,2023-01-09T04:53:59.927738+00:00,-10.87382,143.25445,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T01:53:59.927738+00:00 → current point 2023-01-09T04:53:59.927738+00:00 (3.0 h silence).
BKB-0028,AIS_GAP,MEDIUM,70,510099999,2023-01-09T07:53:59.927738+00:00,-10.90131,143.19979,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T04:53:59.927738+00:00 → current point 2023-01-09T07:53:59.927738+00:00 (3.0 h silence).
BKB-0029,AIS_GAP,MEDIUM,70,510099999,2023-01-09T10:53:59.927738+00:00,-10.91343,143.14038,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T07:53:59.927738+00:00 → current point 2023-01-09T10:53:59.927738+00:00 (3.0 h silence).
BKB-0030,AIS_GAP,MEDIUM,70,510099999,2023-01-09T13:53:59.927738+00:00,-10.90119,143.19893,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T10:53:59.927738+00:00 → current point 2023-01-09T13:53:59.927738+00:00 (3.0 h silence).
BKB-0031,AIS_GAP,MEDIUM,70,510099999,2023-01-09T16:53:59.927738+00:00,-10.91564,143.25768,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T13:53:59.927738+00:00 → current point 2023-01-09T16:53:59.927738+00:00 (3.0 h silence).
BKB-0032,AIS_GAP,MEDIUM,70,510099999,2023-01-09T19:53:59.927738+00:00,-10.89954,143.20157,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T16:53:59.927738+00:00 → current point 2023-01-09T19:53:59.927738+00:00 (3.0 h silence).
BKB-0033,AIS_GAP,MEDIUM,70,510099999,2023-01-09T22:53:59.927738+00:00,-10.90834,143.13931,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T19:53:59.927738+00:00 → current point 2023-01-09T22:53:59.927738+00:00 (3.0 h silence).
BKB-0034,AIS_GAP,MEDIUM,70,510099999,2023-01-10T01:53:59.927738+00:00,-10.9015,143.1991,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-09T22:53:59.927738+00:00 → current point 2023-01-10T01:53:59.927738+00:00 (3.0 h silence).
BKB-0035,AIS_GAP,MEDIUM,70,510099999,2023-01-10T04:53:59.927738+00:00,-10.93431,143.24866,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-10T01:53:59.927738+00:00 → current point 2023-01-10T04:53:59.927738+00:00 (3.0 h silence).
BKB-0036,AIS_GAP,MEDIUM,70,510099999,2023-01-10T07:53:59.927738+00:00,-10.90145,143.19975,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-10T04:53:59.927738+00:00 → current point 2023-01-10T07:53:59.927738+00:00 (3.0 h silence).
BKB-0037,AIS_GAP,MEDIUM,70,510099999,2023-01-10T10:53:59.927738+00:00,-10.84067,143.21039,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-10T07:53:59.927738+00:00 → current point 2023-01-10T10:53:59.927738+00:00 (3.0 h silence).
BKB-0038,AIS_GAP,MEDIUM,70,510099999,2023-01-10T13:53:59.927738+00:00,-10.89977,143.20113,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-10T10:53:59.927738+00:00 → current point 2023-01-10T13:53:59.927738+00:00 (3.0 h silence).
BKB-0039,AIS_GAP,MEDIUM,70,510099999,2023-01-10T16:53:59.927738+00:00,-10.91785,143.14251,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-10T13:53:59.927738+00:00 → current point 2023-01-10T16:53:59.927738+00:00 (3.0 h silence).
BKB-0040,AIS_GAP,MEDIUM,70,510099999,2023-01-10T19:53:59.927738+00:00,-10.89937,143.19921,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-10T16:53:59.927738+00:00 → current point 2023-01-10T19:53:59.927738+00:00 (3.0 h silence).
BKB-0041,AIS_GAP,MEDIUM,70,510099999,2023-01-10T22:53:59.927738+00:00,-10.8861,143.25905,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-10T19:53:59.927738+00:00 → current point 2023-01-10T22:53:59.927738+00:00 (3.0 h silence).
BKB-0043,AIS_GAP,MEDIUM,70,510099999,2023-01-12T16:53:59.927738+00:00,-10.86888,143.25265,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-12T13:53:59.927738+00:00 → current point 2023-01-12T16:53:59.927738+00:00 (3.0 h silence).
BKB-0044,AIS_GAP,MEDIUM,70,510099999,2023-01-12T19:53:59.927738+00:00,-10.89827,143.20144,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-12T16:53:59.927738+00:00 → current point 2023-01-12T19:53:59.927738+00:00 (3.0 h silence).
BKB-0045,AIS_GAP,MEDIUM,70,510099999,2023-01-12T22:53:59.927738+00:00,-10.959,143.19037,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-12T19:53:59.927738+00:00 → current point 2023-01-12T22:53:59.927738+00:00 (3.0 h silence).
BKB-0046,AIS_GAP,MEDIUM,70,510099999,2023-01-13T01:53:59.927738+00:00,-10.89874,143.20042,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-12T22:53:59.927738+00:00 → current point 2023-01-13T01:53:59.927738+00:00 (3.0 h silence).
BKB-0047,AIS_GAP,MEDIUM,70,510099999,2023-01-13T04:53:59.927738+00:00,-10.84018,143.18222,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T01:53:59.927738+00:00 → current point 2023-01-13T04:53:59.927738+00:00 (3.0 h silence).
BKB-0048,AIS_GAP,MEDIUM,70,510099999,2023-01-13T07:53:59.927738+00:00,-10.89884,143.20106,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T04:53:59.927738+00:00 → current point 2023-01-13T07:53:59.927738+00:00 (3.0 h silence).
BKB-0049,AIS_GAP,MEDIUM,70,510099999,2023-01-13T10:53:59.927738+00:00,-10.92957,143.25245,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T07:53:59.927738+00:00 → current point 2023-01-13T10:53:59.927738+00:00 (3.0 h silence).
BKB-0050,AIS_GAP,MEDIUM,70,510099999,2023-01-13T13:53:59.927738+00:00,-10.90013,143.1999,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T10:53:59.927738+00:00 → current point 2023-01-13T13:53:59.927738+00:00 (3.0 h silence).
BKB-0051,AIS_GAP,MEDIUM,70,510099999,2023-01-13T16:53:59.927738+00:00,-10.95399,143.17303,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T13:53:59.927738+00:00 → current point 2023-01-13T16:53:59.927738+00:00 (3.0 h silence).
BKB-0052,AIS_GAP,MEDIUM,70,510099999,2023-01-13T19:53:59.927738+00:00,-10.9015,143.20127,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T16:53:59.927738+00:00 → current point 2023-01-13T19:53:59.927738+00:00 (3.0 h silence).
BKB-0053,AIS_GAP,MEDIUM,70,510099999,2023-01-13T22:53:59.927738+00:00,-10.8515,143.23671,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T19:53:59.927738+00:00 → current point 2023-01-13T22:53:59.927738+00:00 (3.0 h silence).
BKB-0054,AIS_GAP,MEDIUM,70,510099999,2023-01-14T01:53:59.927738+00:00,-10.9011,143.19914,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-13T22:53:59.927738+00:00 → current point 2023-01-14T01:53:59.927738+00:00 (3.0 h silence).
BKB-0055,AIS_GAP,MEDIUM,70,510099999,2023-01-14T04:53:59.927738+00:00,-10.93344,143.1477,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T01:53:59.927738+00:00 → current point 2023-01-14T04:53:59.927738+00:00 (3.0 h silence).
BKB-0056,AIS_GAP,MEDIUM,70,510099999,2023-01-14T07:53:59.927738+00:00,-10.90297,143.19977,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T04:53:59.927738+00:00 → current point 2023-01-14T07:53:59.927738+00:00 (3.0 h silence).
BKB-0057,AIS_GAP,MEDIUM,70,510099999,2023-01-14T10:53:59.927738+00:00,-10.87128,143.25474,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T07:53:59.927738+00:00 → current point 2023-01-14T10:53:59.927738+00:00 (3.0 h silence).
BKB-0058,AIS_GAP,MEDIUM,70,510099999,2023-01-14T13:53:59.927738+00:00,-10.89912,143.19825,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T10:53:59.927738+00:00 → current point 2023-01-14T13:53:59.927738+00:00 (3.0 h silence).
BKB-0059,AIS_GAP,MEDIUM,70,510099999,2023-01-14T16:53:59.927738+00:00,-10.95794,143.18017,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T13:53:59.927738+00:00 → current point 2023-01-14T16:53:59.927738+00:00 (3.0 h silence).
BKB-0060,AIS_GAP,MEDIUM,70,510099999,2023-01-14T19:53:59.927738+00:00,-10.9017,143.20075,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T16:53:59.927738+00:00 → current point 2023-01-14T19:53:59.927738+00:00 (3.0 h silence).
BKB-0061,AIS_GAP,MEDIUM,70,510099999,2023-01-14T22:53:59.927738+00:00,-10.8479,143.1755,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T19:53:59.927738+00:00 → current point 2023-01-14T22:53:59.927738+00:00 (3.0 h silence).
BKB-0062,AIS_GAP,MEDIUM,70,510099999,2023-01-15T01:53:59.927738+00:00,-10.89991,143.20127,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-14T22:53:59.927738+00:00 → current point 2023-01-15T01:53:59.927738+00:00 (3.0 h silence).
BKB-0063,AIS_GAP,MEDIUM,70,510099999,2023-01-15T04:53:59.927738+00:00,-10.96101,143.19042,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-15T01:53:59.927738+00:00 → current point 2023-01-15T04:53:59.927738+00:00 (3.0 h silence).
