alert_id,alert_type,severity,risk_score,mmsi,timestamp,lat,lon,vessel_name,vessel_type,title,explanation,recommended_action,evidence,month
BKB-0212,AIS_GAP,HIGH,95,22770551198,2022-12-28T09:23:07+00:00,-9.82553666667,141.018905,,Unknown,AIS gap of 148.8 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T04:33:19+00:00 → current point 2022-12-28T09:23:07+00:00 (148.8 h silence).,2022-12
BKB-0213,AIS_GAP,HIGH,80,22770562539,2022-12-22T08:44:50+00:00,-9.86950333333,141.208226667,,Unknown,AIS gap of 8.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T00:23:20+00:00 → current point 2022-12-22T08:44:50+00:00 (8.4 h silence).,2022-12
BKB-0214,AIS_GAP,HIGH,95,22770562539,2022-12-22T22:11:31+00:00,-9.87778333333,141.253306667,,Unknown,AIS gap of 13.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T08:44:50+00:00 → current point 2022-12-22T22:11:31+00:00 (13.4 h silence).,2022-12
BKB-0215,AIS_GAP,MEDIUM,65,22773230895,2022-12-22T00:23:27+00:00,-9.951845,141.08653,,Unknown,AIS gap of 6.5 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-21T17:53:56+00:00 → current point 2022-12-22T00:23:27+00:00 (6.5 h silence).,2022-12
BKB-0216,AIS_GAP,HIGH,85,22773230895,2022-12-22T09:22:48+00:00,-10.0168116667,141.017665,,Unknown,AIS gap of 9.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T00:23:27+00:00 → current point 2022-12-22T09:22:48+00:00 (9.0 h silence).,2022-12
BKB-0217,AIS_GAP,HIGH,95,22773230895,2022-12-22T20:40:37+00:00,-10.0093266667,141.042948333,,Unknown,AIS gap of 11.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T09:22:48+00:00 → current point 2022-12-22T20:40:37+00:00 (11.3 h silence).,2022-12
BKB-0218,AIS_GAP,HIGH,95,22773230895,2022-12-28T08:28:15+00:00,-9.858985,141.032326667,,Unknown,AIS gap of 131.8 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T20:40:37+00:00 → current point 2022-12-28T08:28:15+00:00 (131.8 h silence).,2022-12
BKB-0219,AIS_GAP,HIGH,95,22776602239,2022-12-22T10:23:36+00:00,-9.90913166667,141.161026667,,Unknown,AIS gap of 12.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-21T22:07:30+00:00 → current point 2022-12-22T10:23:36+00:00 (12.3 h silence).,2022-12
BKB-0220,AIS_GAP,MEDIUM,63,22776602239,2022-12-22T16:38:08+00:00,-9.87307333333,141.177138333,,Unknown,AIS gap of 6.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T10:23:36+00:00 → current point 2022-12-22T16:38:08+00:00 (6.2 h silence).,2022-12
BKB-0221,AIS_GAP,MEDIUM,64,22776602239,2022-12-22T22:55:21+00:00,-9.92531833333,141.210635,,Unknown,AIS gap of 6.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T16:38:08+00:00 → current point 2022-12-22T22:55:21+00:00 (6.3 h silence).,2022-12
BKB-0222,AIS_GAP,MEDIUM,69,22776602239,2022-12-23T07:37:42+00:00,-10.1511183333,141.019896667,,Unknown,AIS gap of 7.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-23T00:40:28+00:00 → current point 2022-12-23T07:37:42+00:00 (7.0 h silence).,2022-12
BKB-0223,AIS_GAP,HIGH,95,22776602239,2022-12-23T22:24:54+00:00,-10.16231,141.020838333,,Unknown,AIS gap of 14.8 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-23T07:37:42+00:00 → current point 2022-12-23T22:24:54+00:00 (14.8 h silence).,2022-12
BKB-0224,AIS_GAP,MEDIUM,65,22778329546,2022-12-21T22:40:07+00:00,-9.95249,141.085545,,Unknown,AIS gap of 6.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-21T16:16:30+00:00 → current point 2022-12-21T22:40:07+00:00 (6.4 h silence).,2022-12
BKB-0225,AIS_GAP,HIGH,94,22778329546,2022-12-22T08:41:55+00:00,-9.859415,141.032673333,,Unknown,AIS gap of 10.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-21T22:40:07+00:00 → current point 2022-12-22T08:41:55+00:00 (10.0 h silence).,2022-12
BKB-0226,AIS_GAP,HIGH,95,22778329546,2022-12-22T20:42:46+00:00,-9.99135833333,141.031165,,Unknown,AIS gap of 12.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T08:41:55+00:00 → current point 2022-12-22T20:42:46+00:00 (12.0 h silence).,2022-12
BKB-0227,AIS_GAP,HIGH,95,23183392927,2022-12-21T17:55:09+00:00,-9.62782333333,141.253403333,,Unknown,AIS gap of 92.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-17T21:42:34+00:00 → current point 2022-12-21T17:55:09+00:00 (92.2 h silence).,2022-12
BKB-0228,AIS_GAP,HIGH,95,23183392927,2022-12-26T21:43:28+00:00,-9.68764666667,141.023478333,,Unknown,AIS gap of 123.8 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-21T17:55:09+00:00 → current point 2022-12-26T21:43:28+00:00 (123.8 h silence).,2022-12
BKB-0229,AIS_GAP,HIGH,95,23183392927,2022-12-27T10:00:36+00:00,-9.68828666667,141.088736667,,Unknown,AIS gap of 12.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-26T21:43:28+00:00 → current point 2022-12-27T10:00:36+00:00 (12.3 h silence).,2022-12
BKB-0230,AIS_GAP,HIGH,95,23284713290,2022-12-19T17:22:24+00:00,-9.89804666667,141.100265,,Unknown,AIS gap of 24.5 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-18T16:54:47+00:00 → current point 2022-12-19T17:22:24+00:00 (24.5 h silence).,2022-12
BKB-0231,AIS_GAP,HIGH,95,23566473424,2022-12-22T00:18:56+00:00,-9.90396166667,141.141698333,,Unknown,AIS gap of 15.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-21T08:40:28+00:00 → current point 2022-12-22T00:18:56+00:00 (15.6 h silence).,2022-12
BKB-0232,AIS_GAP,HIGH,81,23566473424,2022-12-22T08:47:23+00:00,-9.80865666667,141.087625,,Unknown,AIS gap of 8.5 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T00:18:56+00:00 → current point 2022-12-22T08:47:23+00:00 (8.5 h silence).,2022-12
BKB-0233,AIS_GAP,HIGH,95,23674118395,2022-12-17T08:37:03+00:00,-9.89703333333,141.101235,,Unknown,AIS gap of 19.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-16T12:41:37+00:00 → current point 2022-12-17T08:37:03+00:00 (19.9 h silence).,2022-12
BKB-0234,AIS_GAP,HIGH,95,23674118395,2022-12-17T23:36:35+00:00,-9.70149833333,141.021626667,,Unknown,AIS gap of 12.1 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-17T11:30:53+00:00 → current point 2022-12-17T23:36:35+00:00 (12.1 h silence).,2022-12
BKB-0235,AIS_GAP,HIGH,95,23674118395,2022-12-25T23:34:41+00:00,-9.67128833333,141.10217,,Unknown,AIS gap of 192.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-17T23:36:35+00:00 → current point 2022-12-25T23:34:41+00:00 (192.0 h silence).,2022-12
BKB-0236,AIS_GAP,HIGH,95,23674118395,2022-12-26T21:46:52+00:00,-9.68763333333,141.02344,,Unknown,AIS gap of 22.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-25T23:34:41+00:00 → current point 2022-12-26T21:46:52+00:00 (22.2 h silence).,2022-12
BKB-0237,AIS_GAP,HIGH,95,24076894739,2022-12-05T21:54:35+00:00,-9.66002833333,141.035571667,,Unknown,AIS gap of 48.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-03T21:37:34+00:00 → current point 2022-12-05T21:54:35+00:00 (48.3 h silence).,2022-12
BKB-0238,AIS_GAP,HIGH,88,24076894739,2022-12-06T07:15:54+00:00,-9.593115,141.128051667,,Unknown,AIS gap of 9.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-05T21:54:35+00:00 → current point 2022-12-06T07:15:54+00:00 (9.4 h silence).,2022-12
BKB-0239,AIS_GAP,HIGH,81,24076894739,2022-12-06T22:01:02+00:00,-9.60920833333,141.113065,,Unknown,AIS gap of 8.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-06T13:34:12+00:00 → current point 2022-12-06T22:01:02+00:00 (8.4 h silence).,2022-12
BKB-0240,AIS_GAP,HIGH,80,24076894739,2022-12-07T08:51:09+00:00,-9.604755,141.149278333,,Unknown,AIS gap of 8.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-07T00:31:49+00:00 → current point 2022-12-07T08:51:09+00:00 (8.3 h silence).,2022-12
BKB-0241,AIS_GAP,HIGH,95,24076894739,2022-12-08T08:03:57+00:00,-9.575455,141.154505,,Unknown,AIS gap of 13.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-07T18:29:32+00:00 → current point 2022-12-08T08:03:57+00:00 (13.6 h silence).,2022-12
BKB-0242,AIS_GAP,MEDIUM,75,24076894739,2022-12-08T21:56:44+00:00,-9.584285,141.144745,,Unknown,AIS gap of 7.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-08T14:13:42+00:00 → current point 2022-12-08T21:56:44+00:00 (7.7 h silence).,2022-12
BKB-0243,AIS_GAP,MEDIUM,75,24076894739,2022-12-09T06:42:17+00:00,-9.59461166667,141.119038333,,Unknown,AIS gap of 7.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-08T23:01:46+00:00 → current point 2022-12-09T06:42:17+00:00 (7.7 h silence).,2022-12
BKB-0244,AIS_GAP,HIGH,85,24076894739,2022-12-09T20:46:45+00:00,-9.614035,141.074878333,,Unknown,AIS gap of 8.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-09T11:53:15+00:00 → current point 2022-12-09T20:46:45+00:00 (8.9 h silence).,2022-12
BKB-0245,AIS_GAP,HIGH,88,24076894739,2022-12-10T09:15:57+00:00,-9.66924833333,141.058931667,,Unknown,AIS gap of 9.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-09T23:57:06+00:00 → current point 2022-12-10T09:15:57+00:00 (9.3 h silence).,2022-12
BKB-0246,AIS_GAP,HIGH,95,24076894739,2022-12-10T21:14:45+00:00,-9.67679333333,141.043678333,,Unknown,AIS gap of 12.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-10T09:15:57+00:00 → current point 2022-12-10T21:14:45+00:00 (12.0 h silence).,2022-12
BKB-0247,AIS_GAP,HIGH,95,24138382584,2022-12-16T10:07:34+00:00,-10.1298183333,141.158805,,Unknown,AIS gap of 11.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-15T23:08:22+00:00 → current point 2022-12-16T10:07:34+00:00 (11.0 h silence).,2022-12
BKB-0248,AIS_GAP,HIGH,95,24138382584,2022-12-16T22:08:56+00:00,-10.01318,141.154495,,Unknown,AIS gap of 12.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-16T10:07:34+00:00 → current point 2022-12-16T22:08:56+00:00 (12.0 h silence).,2022-12
BKB-0249,AIS_GAP,HIGH,95,24138382584,2022-12-17T11:21:33+00:00,-9.85949666667,141.157126667,,Unknown,AIS gap of 13.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-16T22:08:56+00:00 → current point 2022-12-17T11:21:33+00:00 (13.2 h silence).,2022-12
BKB-0250,AIS_GAP,HIGH,95,24138382584,2022-12-18T05:35:55+00:00,-9.752445,141.143331667,,Unknown,AIS gap of 16.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-17T13:01:07+00:00 → current point 2022-12-18T05:35:55+00:00 (16.6 h silence).,2022-12
BKB-0251,AIS_GAP,MEDIUM,62,24138382584,2022-12-18T11:38:15+00:00,-9.906655,141.169023333,,Unknown,AIS gap of 6.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-18T05:35:55+00:00 → current point 2022-12-18T11:38:15+00:00 (6.0 h silence).,2022-12
BKB-0252,AIS_GAP,HIGH,95,24138382584,2022-12-18T23:36:38+00:00,-9.77068,141.069821667,,Unknown,AIS gap of 12.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-18T11:38:15+00:00 → current point 2022-12-18T23:36:38+00:00 (12.0 h silence).,2022-12
BKB-0253,AIS_GAP,HIGH,95,24138382584,2022-12-20T15:22:58+00:00,-9.612648,141.05386,,Unknown,AIS gap of 39.8 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-18T23:36:38+00:00 → current point 2022-12-20T15:22:58+00:00 (39.8 h silence).,2022-12
BKB-0254,AIS_GAP,MEDIUM,72,24138382584,2022-12-20T22:43:37+00:00,-9.585248,141.217983,,Unknown,AIS gap of 7.3 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-20T15:22:58+00:00 → current point 2022-12-20T22:43:37+00:00 (7.3 h silence).,2022-12
BKB-0255,AIS_GAP,HIGH,95,24205640657,2022-12-17T22:10:42+00:00,-9.99627833333,141.192585,,Unknown,AIS gap of 40.1 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-16T06:05:07+00:00 → current point 2022-12-17T22:10:42+00:00 (40.1 h silence).,2022-12
BKB-0256,AIS_GAP,HIGH,95,24205640657,2022-12-18T11:37:11+00:00,-9.99606833333,141.268585,,Unknown,AIS gap of 13.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-17T22:10:42+00:00 → current point 2022-12-18T11:37:11+00:00 (13.4 h silence).,2022-12
BKB-0257,AIS_GAP,HIGH,95,24586914258,2022-12-26T02:04:54+00:00,-10.0396166667,143.041678333,,Unknown,AIS gap of 110.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-21T12:04:51+00:00 → current point 2022-12-26T02:04:54+00:00 (110.0 h silence).,2022-12
BKB-0258,AIS_GAP,HIGH,95,247379285,2022-12-12T18:24:51+00:00,-11.38585,141.524866667,,Cargo,AIS gap of 99.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-08T15:24:54+00:00 → current point 2022-12-12T18:24:51+00:00 (99.0 h silence).,2022-12
BKB-0259,AIS_GAP,HIGH,95,247379285,2022-12-24T15:34:50+00:00,-11.2759166667,142.9756,,Cargo,AIS gap of 269.7 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-13T09:49:51+00:00 → current point 2022-12-24T15:34:50+00:00 (269.7 h silence).,2022-12
BKB-0260,AIS_GAP,HIGH,95,247379285,2022-12-28T09:08:14+00:00,-11.4712666667,141.522183333,,Cargo,AIS gap of 77.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-25T04:09:58+00:00 → current point 2022-12-28T09:08:14+00:00 (77.0 h silence).,2022-12
BKB-0261,AIS_GAP,HIGH,95,24960292559,2022-12-23T08:54:19+00:00,-10.0318433333,141.08188,,Unknown,AIS gap of 24.2 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-22T08:43:22+00:00 → current point 2022-12-23T08:54:19+00:00 (24.2 h silence).,2022-12
BKB-0262,AIS_GAP,HIGH,92,24960292559,2022-12-23T22:19:59+00:00,-10.1439166667,141.059878333,,Unknown,AIS gap of 9.8 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-23T12:32:16+00:00 → current point 2022-12-23T22:19:59+00:00 (9.8 h silence).,2022-12
BKB-0263,AIS_GAP,HIGH,95,24984913298,2022-12-05T12:02:13+00:00,-9.630435,141.103808333,,Unknown,AIS gap of 11.9 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-05T00:08:13+00:00 → current point 2022-12-05T12:02:13+00:00 (11.9 h silence).,2022-12
BKB-0264,AIS_GAP,HIGH,95,24984913298,2022-12-06T08:27:14+00:00,-9.60574666667,141.13367,,Unknown,AIS gap of 20.4 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-05T12:02:13+00:00 → current point 2022-12-06T08:27:14+00:00 (20.4 h silence).,2022-12
BKB-0265,AIS_GAP,HIGH,95,24984913298,2022-12-07T00:32:13+00:00,-9.57700833333,141.175211667,,Unknown,AIS gap of 11.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-06T12:56:14+00:00 → current point 2022-12-07T00:32:13+00:00 (11.6 h silence).,2022-12
BKB-0266,AIS_GAP,HIGH,90,24984913298,2022-12-07T10:08:13+00:00,-9.603305,141.14736,,Unknown,AIS gap of 9.6 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2022-12-07T00:32:13+00:00 → current point 2022-12-07T10:08:13+00:00 (9.6 h silence).,2022-12
